b1,b2,m,k,n,latency_us,mfu
4,16,8,1024,256,35.78,0.024046
4,16,16,1024,256,38.023,0.045255
4,16,32,1024,256,40.686,0.084587
4,16,64,1024,256,46.143,0.149167
4,16,128,1024,256,57.874,0.237858
4,16,256,1024,256,72.697,0.378719
4,16,512,1024,256,110.886,0.496579
4,16,1024,1024,256,180.153,0.6113
4,16,2048,1024,256,315.988,0.697035
4,16,4096,1024,256,614.738,0.716581
4,16,1,1024,512,62.948,0.003417
4,16,2,1024,512,60.399,0.007122
4,16,4,1024,512,61.44,0.014003
4,16,8,1024,512,62.858,0.027375
4,16,16,1024,512,64.831,0.053084
4,16,32,1024,512,67.022,0.102698
4,16,64,1024,512,72.631,0.189533
4,16,128,1024,512,83.049,0.331514
4,16,256,1024,512,108.982,0.505255
4,16,512,1024,512,175.667,0.626909
4,16,1024,1024,512,296.416,0.74306
4,16,2048,1024,512,594.785,0.74062
4,16,4096,1024,512,1250.622,0.704465
4,16,1,1024,1024,106.415,0.004043
4,16,2,1024,1024,111.136,0.007742
4,16,4,1024,1024,110.459,0.015578
4,16,8,1024,1024,112.015,0.030723
4,16,16,1024,1024,113.977,0.060389
4,16,32,1024,1024,118.565,0.116104
4,16,64,1024,1024,122.852,0.224106
4,16,128,1024,1024,136.046,0.404742
4,16,256,1024,1024,181.903,0.605417
4,16,512,1024,1024,291.611,0.755303
4,16,1024,1024,1024,577.883,0.762281
4,16,2048,1024,1024,1263.451,0.697311
4,16,4096,1024,1024,2501.622,0.704358
4,16,1,1024,2048,197.088,0.004365
4,16,2,1024,2048,204.502,0.008414
4,16,4,1024,2048,205.895,0.016715
4,16,8,1024,2048,207.051,0.033243
4,16,16,1024,2048,210.426,0.065419
4,16,32,1024,2048,217.986,0.126301
4,16,64,1024,2048,226.312,0.243309
4,16,128,1024,2048,245.849,0.447947
4,16,256,1024,2048,317.11,0.69457
4,16,512,1024,2048,564.791,0.779951
4,16,1024,1024,2048,1253.6,0.702791
4,16,2048,1024,2048,2476.408,0.71153
4,16,4096,1024,2048,4898.319,0.719446
4,16,1,1024,4096,380.762,0.004519
4,16,2,1024,4096,390.391,0.008815
4,16,4,1024,4096,391.718,0.017571
4,16,8,1024,4096,395.208,0.034832
4,16,16,1024,4096,404.318,0.068095
4,16,32,1024,4096,416.352,0.132253
4,16,64,1024,4096,433.627,0.253968
4,16,128,1024,4096,463.627,0.475068
4,16,256,1024,4096,591.185,0.74513
4,16,512,1024,4096,1259.626,0.699429
4,16,1024,1024,4096,2489.778,0.707709
4,16,2048,1024,4096,4907.031,0.718169
4,16,4096,1024,4096,9763.157,0.721913
4,16,1,2048,128,28.747,0.003741
4,16,2,2048,128,29.637,0.007258
4,16,4,2048,128,33.024,0.013026
4,16,8,2048,128,34.918,0.02464
4,16,16,2048,128,37.445,0.045953
4,16,32,2048,128,41.199,0.083533
4,16,64,2048,128,47.958,0.14352
4,16,128,2048,128,65.244,0.21099
4,16,256,2048,128,101.181,0.272104
4,16,512,2048,128,152.945,0.360022
4,16,1024,2048,128,260.541,0.422687
4,16,2048,2048,128,482.852,0.456154
4,16,4096,2048,128,928.498,0.474432
4,16,1,2048,256,57.806,0.003721
4,16,2,2048,256,62.22,0.006914
4,16,4,2048,256,62.782,0.013704
4,16,8,2048,256,63.965,0.026901
4,16,16,2048,256,65.586,0.052473
4,16,32,2048,256,69.701,0.098749
4,16,64,2048,256,78.603,0.175132
4,16,128,2048,256,89.123,0.308918
4,16,256,2048,256,146.755,0.375208
4,16,512,2048,256,199.138,0.55302
4,16,1024,2048,256,317.448,0.69383
4,16,2048,2048,256,611.653,0.720195
4,16,4096,2048,256,1236.573,0.712468
4,16,1,2048,512,115.899,0.003712
4,16,2,2048,512,107.952,0.00797
4,16,4,2048,512,108.036,0.015928
4,16,8,2048,512,109.744,0.031359
4,16,16,2048,512,111.972,0.06147
4,16,32,2048,512,116.868,0.117791
4,16,64,2048,512,126.36,0.217884
4,16,128,2048,512,162.939,0.337941
4,16,256,2048,512,198.652,0.554373
4,16,512,2048,512,303.41,0.725931
4,16,1024,2048,512,578.061,0.762046
4,16,2048,2048,512,1188.367,0.741369
4,16,4096,2048,512,2390.026,0.737246
4,16,1,2048,1024,196.08,0.004388
4,16,2,2048,1024,200.086,0.0086
4,16,4,2048,1024,199.961,0.017211
4,16,8,2048,1024,202.197,0.034041
4,16,16,2048,1024,206.673,0.066607
4,16,32,2048,1024,211.47,0.130193
4,16,64,2048,1024,222.831,0.24711
4,16,128,2048,1024,249.267,0.441804
4,16,256,2048,1024,314.827,0.699605
4,16,512,2048,1024,572.88,0.768938
4,16,1024,2048,1024,1182.692,0.744926
4,16,2048,2048,1024,2388.246,0.737796
4,16,4096,2048,1024,4689.961,0.751408
4,16,1,2048,2048,373.734,0.004604
4,16,2,2048,2048,384.11,0.00896
4,16,4,2048,2048,385.072,0.017874
4,16,8,2048,2048,388.359,0.035446
4,16,16,2048,2048,394.747,0.069746
4,16,32,2048,2048,405.394,0.135828
4,16,64,2048,2048,422.882,0.260421
4,16,128,2048,2048,444.774,0.495206
4,16,256,2048,2048,599.798,0.734429
4,16,512,2048,2048,1169.644,0.753237
4,16,1024,2048,2048,2410.573,0.730962
4,16,2048,2048,2048,4696.346,0.750387
4,16,4096,2048,2048,9331.996,0.755267
4,16,1,2048,4096,730.009,0.004714
4,16,2,2048,4096,748.689,0.009193
4,16,4,2048,4096,750.483,0.018343
4,16,8,2048,4096,757.812,0.036331
4,16,16,2048,4096,773.643,0.071175
4,16,32,2048,4096,794.953,0.138533
4,16,64,2048,4096,823.541,0.267448
4,16,128,2048,4096,855.737,0.514772
4,16,256,2048,4096,1212.336,0.726712
4,16,512,2048,4096,2428.683,0.725512
4,16,1024,2048,4096,4763.409,0.739822
4,16,2048,2048,4096,9448.898,0.745923
4,16,4096,2048,4096,18935.081,0.744454
4,16,1,4096,128,57.746,0.003725
4,16,2,4096,128,57.642,0.007463
4,16,4,4096,128,58.05,0.014821
4,16,8,4096,128,59.924,0.028715
4,16,16,4096,128,63.231,0.054427
4,16,32,4096,128,69.796,0.098615
4,16,64,4096,128,81.582,0.168736
4,16,128,4096,128,118.724,0.231897
4,16,256,4096,128,184.199,0.298936
4,16,512,4096,128,270.793,0.406685
4,16,1024,4096,128,469.878,0.468748
4,16,2048,4096,128,895.931,0.491678
4,16,4096,4096,128,1738.228,0.506849
4,16,1,4096,256,112.242,0.003833
4,16,2,4096,256,112.643,0.007638
4,16,4,4096,256,113.431,0.01517
4,16,8,4096,256,113.551,0.030308
4,16,16,4096,256,116.46,0.059102
4,16,32,4096,256,122.036,0.112802
4,16,64,4096,256,134.574,0.204585
4,16,128,4096,256,178.746,0.308056
4,16,256,4096,256,229.412,0.480042
4,16,512,4096,256,354.904,0.620604
4,16,1024,4096,256,706.929,0.623131
4,16,2048,4096,256,1359.438,0.648076
4,16,4096,4096,256,2703.838,0.65168
4,16,1,4096,512,195.662,0.004397
4,16,2,4096,512,195.619,0.008796
4,16,4,4096,512,196.751,0.017492
4,16,8,4096,512,199.261,0.034542
4,16,16,4096,512,202.204,0.068079
4,16,32,4096,512,210.061,0.131066
4,16,64,4096,512,224.848,0.244893
4,16,128,4096,512,271.14,0.406164
4,16,256,4096,512,349.367,0.63044
4,16,512,4096,512,651.691,0.675948
4,16,1024,4096,512,1319.223,0.667832
4,16,2048,4096,512,2599.17,0.677923
4,16,4096,4096,512,5160.436,0.682903
4,16,1,4096,1024,379.675,0.004532
4,16,2,4096,1024,376.66,0.009137
4,16,4,4096,1024,377.769,0.01822
4,16,8,4096,1024,380.471,0.036181
4,16,16,4096,1024,384.967,0.071517
4,16,32,4096,1024,394.432,0.139603
4,16,64,4096,1024,412.119,0.267223
4,16,128,4096,1024,475.231,0.463468
4,16,256,4096,1024,660.308,0.667127
4,16,512,4096,1024,1319.377,0.667754
4,16,1024,4096,1024,2566.316,0.686602
4,16,2048,4096,1024,5013.519,0.702915
4,16,4096,4096,1024,9941.522,0.708961
4,16,1,4096,2048,732.14,0.004701
4,16,2,4096,2048,741.165,0.009287
4,16,4,4096,2048,742.978,0.018528
4,16,8,4096,2048,746.427,0.036885
4,16,16,4096,2048,754.795,0.072952
4,16,32,4096,2048,769.293,0.143154
4,16,64,4096,2048,795.069,0.277026
4,16,128,4096,2048,923.907,0.47679
4,16,256,4096,2048,1331.727,0.661561
4,16,512,4096,2048,2626.963,0.670751
4,16,1024,4096,2048,5075.24,0.694366
4,16,2048,4096,2048,9935.104,0.709419
4,16,4096,4096,2048,19847.356,0.710236
4,16,1,4096,4096,1453.062,0.004737
4,16,2,4096,4096,1475.808,0.009328
4,16,4,4096,4096,1476.858,0.018642
4,16,8,4096,4096,1484.894,0.037083
4,16,16,4096,4096,1500.353,0.073401
4,16,32,4096,4096,1522.888,0.14463
4,16,64,4096,4096,1563.687,0.281712
4,16,128,4096,4096,1925.512,0.45755
4,16,256,4096,4096,3044.993,0.578667
4,16,512,4096,4096,5768.388,0.610929
4,16,1024,4096,4096,11587.954,0.608231
4,16,2048,4096,4096,22555.669,0.624956
4,16,4096,4096,4096,45575.281,0.618594
4,32,1,128,128,14.63,0.000919
4,32,2,128,128,15.115,0.001779
4,32,4,128,128,14.898,0.003609
4,32,8,128,128,14.933,0.007202
4,32,16,128,128,14.867,0.014468
4,32,32,128,128,14.488,0.029692
4,32,64,128,128,14.939,0.057593
4,32,128,128,128,15.386,0.111838
4,32,256,128,128,20.551,0.16746
4,32,512,128,128,38.195,0.180205
4,32,1024,128,128,68.968,0.1996
4,32,2048,128,128,117.555,0.234205
4,32,4096,128,128,215.107,0.255983
4,32,1,128,256,14.959,0.001797
4,32,2,128,256,14.945,0.003598
4,32,4,128,256,14.782,0.007276
4,32,8,128,256,14.843,0.014491
4,32,16,128,256,14.867,0.028936
4,32,32,128,256,14.877,0.057831
4,32,64,128,256,14.844,0.115924
4,32,128,128,256,17.568,0.195897
4,32,256,128,256,37.666,0.182736
4,32,512,128,256,62.349,0.220787
4,32,1024,128,256,108.857,0.252917
4,32,2048,128,256,197.504,0.278798
4,32,4096,128,256,368.428,0.298911
4,32,1,128,512,18.132,0.002966
4,32,2,128,512,16.423,0.006548
4,32,4,128,512,16.527,0.013015
4,32,8,128,512,16.774,0.025646
4,32,16,128,512,17.521,0.049104
4,32,32,128,512,18.904,0.091025
4,32,64,128,512,18.482,0.186205
4,32,128,128,512,33.638,0.204621
4,32,256,128,512,59.924,0.229724
4,32,512,128,512,101.276,0.271851
4,32,1024,128,512,180.212,0.30555
4,32,2048,128,512,341.69,0.322302
4,32,4096,128,512,670.696,0.328397
4,32,1,128,1024,33.206,0.003239
4,32,2,128,1024,35.621,0.006038
4,32,4,128,1024,36.348,0.011835
4,32,8,128,1024,37.184,0.023138
4,32,16,128,1024,38.372,0.044843
4,32,32,128,1024,40.94,0.084061
4,32,64,128,1024,50.183,0.137156
4,32,128,128,1024,69.199,0.198932
4,32,256,128,1024,106.559,0.258371
4,32,512,128,1024,181.033,0.304164
4,32,1024,128,1024,333.799,0.329921
4,32,2048,128,1024,641.123,0.343545
4,32,4096,128,1024,1304.576,0.337665
4,32,1,128,2048,58.974,0.003647
4,32,2,128,2048,63.404,0.006785
4,32,4,128,2048,64.418,0.013356
4,32,8,128,2048,66.051,0.026052
4,32,16,128,2048,69.165,0.049758
4,32,32,128,2048,74.852,0.091954
4,32,64,128,2048,87.111,0.158027
4,32,128,128,2048,119.188,0.230996
4,32,256,128,2048,197.661,0.278576
4,32,512,128,2048,341.843,0.322158
4,32,1024,128,2048,647.43,0.340199
4,32,2048,128,2048,1273.578,0.345883
4,32,4096,128,2048,2572.097,0.342529
4,32,1,128,4096,107.707,0.003994
4,32,2,128,4096,117.787,0.007304
4,32,4,128,4096,118.456,0.014526
4,32,8,128,4096,123.28,0.027916
4,32,16,128,4096,130.945,0.052564
4,32,32,128,4096,140.256,0.098149
4,32,64,128,4096,160.008,0.172066
4,32,128,128,4096,217.237,0.253473
4,32,256,128,4096,375.184,0.293529
4,32,512,128,4096,676.356,0.325649
4,32,1024,128,4096,1301.041,0.338582
4,32,2048,128,4096,2567.746,0.34311
4,32,4096,128,4096,5115.715,0.344436
4,32,1,256,128,14.296,0.001881
4,32,2,256,128,15.147,0.00355
4,32,4,256,128,15.134,0.007106
4,32,8,256,128,15.132,0.014214
4,32,16,256,128,15.145,0.028404
4,32,32,256,128,15.704,0.054788
4,32,64,256,128,15.321,0.112311
4,32,128,256,128,17.288,0.199066
4,32,256,256,128,25.018,0.275124
4,32,512,256,128,59.25,0.232338
4,32,1024,256,128,98.834,0.278567
4,32,2048,256,128,172.813,0.318631
4,32,4096,256,128,322.317,0.341674
4,32,1,256,256,15.253,0.003525
4,32,2,256,256,17.236,0.00624
4,32,4,256,256,17.446,0.012329
4,32,8,256,256,17.452,0.024649
4,32,16,256,256,17.879,0.048121
4,32,32,256,256,19.125,0.089971
4,32,64,256,256,17.545,0.196147
4,32,128,256,256,25.213,0.272987
4,32,256,256,256,52.228,0.263573
4,32,512,256,256,86.283,0.319088
4,32,1024,256,256,142.802,0.385595
4,32,2048,256,256,261.147,0.421706
4,32,4096,256,256,482.92,0.456089
4,32,1,256,512,31.99,0.003362
4,32,2,256,512,35.486,0.006061
4,32,4,256,512,36.17,0.011893
4,32,8,256,512,37.168,0.023148
4,32,16,256,512,38.744,0.044413
4,32,32,256,512,41.124,0.083686
4,32,64,256,512,45.803,0.150273
4,32,128,256,512,58.413,0.235666
4,32,256,256,512,86.101,0.319762
4,32,512,256,512,135.215,0.407232
4,32,1024,256,512,238.64,0.46148
4,32,2048,256,512,461.248,0.477519
4,32,4096,256,512,941.983,0.46764
4,32,1,256,1024,61.95,0.003472
4,32,2,256,1024,62.61,0.006871
4,32,4,256,1024,63.666,0.013514
4,32,8,256,1024,65.013,0.026468
4,32,16,256,1024,67.338,0.051107
4,32,32,256,1024,70.152,0.098116
4,32,64,256,1024,78.345,0.17571
4,32,128,256,1024,100.227,0.274695
4,32,256,256,1024,142.523,0.386351
4,32,512,256,1024,243.57,0.452138
4,32,1024,256,1024,450.037,0.489415
4,32,2048,256,1024,902.164,0.488281
4,32,4096,256,1024,1832.857,0.480681
4,32,1,256,2048,114.127,0.003769
4,32,2,256,2048,113.115,0.007606
4,32,4,256,2048,115.431,0.014907
4,32,8,256,2048,118.215,0.029112
4,32,16,256,2048,121.726,0.056545
4,32,32,256,2048,128.998,0.106714
4,32,64,256,2048,138.16,0.199275
4,32,128,256,2048,174.408,0.315717
4,32,256,256,2048,252.719,0.435769
4,32,512,256,2048,449.747,0.48973
4,32,1024,256,2048,893.699,0.492906
4,32,2048,256,2048,1794.62,0.490922
4,32,4096,256,2048,3599.418,0.489534
4,32,1,256,4096,207.472,0.004147
4,32,2,256,4096,215.682,0.007978
4,32,4,256,4096,214.822,0.01602
4,32,8,256,4096,222.016,0.031002
4,32,16,256,4096,231.841,0.059377
4,32,32,256,4096,245.861,0.111981
4,32,64,256,4096,257.368,0.213949
4,32,128,256,4096,320.86,0.343225
4,32,256,256,4096,480.917,0.457989
4,32,512,256,4096,908.632,0.484805
4,32,1024,256,4096,1830.545,0.481288
4,32,2048,256,4096,3621.942,0.48649
4,32,4096,256,4096,7182.992,0.490614
4,32,1,512,128,15.879,0.003387
4,32,2,512,128,16.071,0.006692
4,32,4,512,128,16.128,0.013336
4,32,8,512,128,16.179,0.026589
4,32,16,512,128,16.401,0.052458
4,32,32,512,128,16.528,0.104112
4,32,64,512,128,17.174,0.200389
4,32,128,512,128,41.815,0.164604
4,32,256,512,128,55.546,0.247829
4,32,512,512,128,87.186,0.315784
4,32,1024,512,128,146.912,0.374808
4,32,2048,512,128,268.341,0.410401
4,32,4096,512,128,511.097,0.430945
4,32,1,512,256,30.181,0.003563
4,32,2,512,256,33.392,0.006442
4,32,4,512,256,34.465,0.012482
4,32,8,512,256,36.884,0.023326
4,32,16,512,256,39.015,0.044105
4,32,32,512,256,42.2,0.081551
4,32,64,512,256,47.045,0.146307
4,32,128,512,256,54.507,0.252552
4,32,256,512,256,77.497,0.355265
4,32,512,512,256,115.215,0.477921
4,32,1024,512,256,192.737,0.571385
4,32,2048,512,256,343.032,0.642083
4,32,4096,512,256,672.603,0.654932
4,32,1,512,512,60.426,0.00356
4,32,2,512,512,65.618,0.006556
4,32,4,512,512,66.498,0.012938
4,32,8,512,512,65.814,0.026146
4,32,16,512,512,65.497,0.052544
4,32,32,512,512,68.221,0.100892
4,32,64,512,512,74.289,0.185303
4,32,128,512,512,88.793,0.310066
4,32,256,512,512,117.982,0.466713
4,32,512,512,512,199.556,0.551862
4,32,1024,512,512,371.487,0.592901
4,32,2048,512,512,721.881,0.610225
4,32,4096,512,512,1374.278,0.641078
4,32,1,512,1024,108.073,0.003981
4,32,2,512,1024,110.886,0.007759
4,32,4,512,1024,111.85,0.015384
4,32,8,512,1024,113.9,0.030215
4,32,16,512,1024,115.22,0.059737
4,32,32,512,1024,120.043,0.114675
4,32,64,512,1024,127.959,0.215162
4,32,128,512,1024,146.659,0.375454
4,32,256,512,1024,194.913,0.565006
4,32,512,512,1024,321.102,0.685935
4,32,1024,512,1024,650.54,0.677144
4,32,2048,512,1024,1361.589,0.647052
4,32,4096,512,1024,2734.011,0.644488
4,32,1,512,2048,201.302,0.004274
4,32,2,512,2048,202.85,0.008483
4,32,4,512,2048,203.692,0.016896
4,32,8,512,2048,207.196,0.03322
4,32,16,512,2048,210.457,0.06541
4,32,32,512,2048,219.459,0.125453
4,32,64,512,2048,236.335,0.23299
4,32,128,512,2048,265.854,0.414241
4,32,256,512,2048,347.581,0.63368
4,32,512,512,2048,631.521,0.697537
4,32,1024,512,2048,1371.565,0.642346
4,32,2048,512,2048,2695.923,0.653594
4,32,4096,512,2048,5339.365,0.660018
4,32,1,512,4096,379.717,0.004532
4,32,2,512,4096,381.863,0.009012
4,32,4,512,4096,383.233,0.01796
4,32,8,512,4096,389.935,0.035303
4,32,16,512,4096,402.612,0.068383
4,32,32,512,4096,421.017,0.130787
4,32,64,512,4096,450.565,0.244421
4,32,128,512,4096,506.769,0.434625
4,32,256,512,4096,663.462,0.663956
4,32,512,512,4096,1384.759,0.636226
4,32,1024,512,4096,2752.139,0.640243
4,32,2048,512,4096,5351.666,0.658501
4,32,4096,512,4096,10600.322,0.6649
4,32,1,1024,128,30.74,0.003499
4,32,2,1024,128,31.444,0.006841
4,32,4,1024,128,34.012,0.012648
4,32,8,1024,128,35.674,0.024117
4,32,16,1024,128,37.791,0.045533
4,32,32,1024,128,41.381,0.083166
4,32,64,1024,128,48.707,0.141314
4,32,128,1024,128,63.157,0.217965
4,32,256,1024,128,96.161,0.28631
4,32,512,1024,128,156.524,0.351791
4,32,1024,1024,128,270.102,0.407726
4,32,2048,1024,128,500.451,0.440113
4,32,4096,1024,128,965.63,0.456189
4,32,1,1024,256,61.197,0.003515
4,32,2,1024,256,63.579,0.006766
4,32,4,1024,256,64.217,0.013398
4,32,8,1024,256,66.053,0.026051
4,32,16,1024,256,67.804,0.050756
4,32,32,1024,256,71.384,0.096421
4,32,64,1024,256,78.242,0.175939
4,32,128,1024,256,92.53,0.297544
4,32,256,1024,256,146.954,0.374701
4,32,512,1024,256,202.353,0.544234
4,32,1024,1024,256,331.981,0.663455
4,32,2048,1024,256,621.461,0.708828
4,32,4096,1024,256,1354.2,0.650583
4,32,1,1024,512,107.851,0.003989
4,32,2,1024,512,108.002,0.007966
4,32,4,1024,512,109.506,0.015714
4,32,8,1024,512,111.017,0.031
4,32,16,1024,512,113.858,0.060452
4,32,32,1024,512,116.737,0.117923
4,32,64,1024,512,126.116,0.218306
4,32,128,1024,512,153.215,0.359389
4,32,256,1024,512,201.075,0.547692
4,32,512,1024,512,311.534,0.707001
4,32,1024,1024,512,594.439,0.741051
4,32,2048,1024,512,1259.878,0.699289
4,32,4096,1024,512,2551.458,0.6906
4,32,1,1024,1024,198.728,0.004329
4,32,2,1024,1024,195.379,0.008807
4,32,4,1024,1024,196.525,0.017512
4,32,8,1024,1024,199.343,0.034528
4,32,16,1024,1024,204.421,0.067341
4,32,32,1024,1024,212.436,0.1296
4,32,64,1024,1024,226.219,0.243409
4,32,128,1024,1024,259.234,0.424818
4,32,256,1024,1024,333.671,0.660095
4,32,512,1024,1024,572.035,0.770074
4,32,1024,1024,1024,1255.913,0.701497
4,32,2048,1024,1024,2504.803,0.703464
4,32,4096,1024,1024,4968.872,0.709231
4,32,1,1024,2048,380.152,0.004526
4,32,2,1024,2048,375.717,0.00916
4,32,4,1024,2048,378.889,0.018166
4,32,8,1024,2048,383.687,0.035878
4,32,16,1024,2048,391.782,0.070273
4,32,32,1024,2048,406.788,0.135362
4,32,64,1024,2048,428.164,0.257208
4,32,128,1024,2048,475.76,0.462953
4,32,256,1024,2048,602.839,0.730725
4,32,512,1024,2048,1271.78,0.692745
4,32,1024,1024,2048,2492.218,0.707016
4,32,2048,1024,2048,4905.947,0.718327
4,32,4096,1024,2048,9749.037,0.722959
4,32,1,1024,4096,739.454,0.004654
4,32,2,1024,4096,737.964,0.009327
4,32,4,1024,4096,739.429,0.018617
4,32,8,1024,4096,749.111,0.036753
4,32,16,1024,4096,766.066,0.071879
4,32,32,1024,4096,793.166,0.138845
4,32,64,1024,4096,834.637,0.263893
4,32,128,1024,4096,916.43,0.48068
4,32,256,1024,4096,1237.273,0.712065
4,32,512,1024,4096,2571.807,0.685136
4,32,1024,1024,4096,4951.507,0.711718
4,32,2048,1024,4096,9709.853,0.725876
4,32,4096,1024,4096,19532.794,0.721674
4,32,1,2048,128,60.076,0.00358
4,32,2,2048,128,61.436,0.007002
4,32,4,2048,128,62.098,0.013855
4,32,8,2048,128,63.384,0.027148
4,32,16,2048,128,66.962,0.051394
4,32,32,2048,128,71.54,0.096212
4,32,64,2048,128,83.336,0.165185
4,32,128,2048,128,116.029,0.237284
4,32,256,2048,128,168.377,0.327027
4,32,512,2048,128,294.464,0.373992
4,32,1024,2048,128,508.941,0.432771
4,32,2048,2048,128,952.167,0.462639
4,32,4096,2048,128,1854.924,0.474962
4,32,1,2048,256,112.56,0.003822
4,32,2,2048,256,116.342,0.007395
4,32,4,2048,256,117.077,0.014698
4,32,8,2048,256,119.138,0.028887
4,32,16,2048,256,120.974,0.056896
4,32,32,2048,256,127.546,0.107929
4,32,64,2048,256,140.158,0.196435
4,32,128,2048,256,178.508,0.308465
4,32,256,2048,256,232.733,0.473192
4,32,512,2048,256,349.653,0.629924
4,32,1024,2048,256,635.727,0.692922
4,32,2048,2048,256,1246.727,0.706666
4,32,4096,2048,256,2494.374,0.706405
4,32,1,2048,512,196.479,0.004379
4,32,2,2048,512,198.83,0.008654
4,32,4,2048,512,200.031,0.017205
4,32,8,2048,512,202.051,0.034065
4,32,16,2048,512,206.805,0.066565
4,32,32,2048,512,216.978,0.126887
4,32,64,2048,512,234.077,0.235237
4,32,128,2048,512,268.846,0.40963
4,32,256,2048,512,350.359,0.628654
4,32,512,2048,512,590.735,0.745698
4,32,1024,2048,512,1176.479,0.748861
4,32,2048,2048,512,2405.738,0.732431
4,32,4096,2048,512,4803.296,0.733679
4,32,1,2048,1024,372.226,0.004623
4,32,2,2048,1024,375.077,0.009175
4,32,4,2048,1024,377.136,0.018251
4,32,8,2048,1024,382.084,0.036029
4,32,16,2048,1024,389.131,0.070752
4,32,32,2048,1024,403.679,0.136405
4,32,64,2048,1024,429.612,0.256341
4,32,128,2048,1024,468.737,0.469889
4,32,256,2048,1024,625.074,0.704732
4,32,512,2048,1024,1184.906,0.743535
4,32,1024,2048,1024,2413.25,0.730152
4,32,2048,2048,1024,4692.937,0.750932
4,32,4096,2048,1024,9418.613,0.748322
4,32,1,2048,2048,730.03,0.004714
4,32,2,2048,2048,734.414,0.009372
4,32,4,2048,2048,738.868,0.018631
4,32,8,2048,2048,743.313,0.037039
4,32,16,2048,2048,757.663,0.072676
4,32,32,2048,2048,779.966,0.141195
4,32,64,2048,2048,818.313,0.269157
4,32,128,2048,2048,874.93,0.50348
4,32,256,2048,2048,1201.589,0.733212
4,32,512,2048,2048,2415.971,0.729329
4,32,1024,2048,2048,4745.921,0.742548
4,32,2048,2048,2048,9360.29,0.752984
4,32,4096,2048,2048,18683.812,0.754466
4,32,1,2048,4096,1443.362,0.004769
4,32,2,2048,4096,1457.54,0.009445
4,32,4,2048,4096,1462.288,0.018828
4,32,8,2048,4096,1470.663,0.037441
4,32,16,2048,4096,1494.604,0.073683
4,32,32,2048,4096,1533.834,0.143598
4,32,64,2048,4096,1597.363,0.275773
4,32,128,2048,4096,1699.295,0.518462
4,32,256,2048,4096,2532.579,0.695748
4,32,512,2048,4096,4828.256,0.729886
4,32,1024,2048,4096,9580.764,0.735657
4,32,2048,2048,4096,19026.266,0.740886
4,32,4096,2048,4096,37813.035,0.745579
4,32,1,4096,128,114.857,0.003745
4,32,2,4096,128,115.377,0.007457
4,32,4,4096,128,116.591,0.014759
4,32,8,4096,128,117.609,0.029262
4,32,16,4096,128,121.877,0.056475
4,32,32,4096,128,132.761,0.10369
4,32,64,4096,128,156.639,0.175766
4,32,128,4096,128,206.803,0.266262
4,32,256,4096,128,312.851,0.352012
4,32,512,4096,128,510.638,0.431333
4,32,1024,4096,128,929.552,0.473895
4,32,2048,4096,128,1773.252,0.496838
4,32,4096,4096,128,3483.59,0.505811
4,32,1,4096,256,195.563,0.004399
4,32,2,4096,256,195.778,0.008789
4,32,4,4096,256,197.896,0.01739
4,32,8,4096,256,201.815,0.034105
4,32,16,4096,256,207.668,0.066288
4,32,32,4096,256,221.977,0.12403
4,32,64,4096,256,246.988,0.222941
4,32,128,4096,256,313.315,0.351491
4,32,256,4096,256,422.702,0.521063
4,32,512,4096,256,713.127,0.617715
4,32,1024,4096,256,1452.418,0.606588
4,32,2048,4096,256,2731.287,0.645131
4,32,4096,4096,256,5412.304,0.651123
4,32,1,4096,512,378.419,0.004547
4,32,2,4096,512,378.276,0.009098
4,32,4,4096,512,380.723,0.018079
4,32,8,4096,512,384.175,0.035832
4,32,16,4096,512,392.899,0.070074
4,32,32,4096,512,406.97,0.135302
4,32,64,4096,512,436.243,0.252445
4,32,128,4096,512,512.373,0.429872
4,32,256,4096,512,702.483,0.627075
4,32,512,4096,512,1368.782,0.643652
4,32,1024,4096,512,2636.272,0.668382
4,32,2048,4096,512,5219.643,0.675156
4,32,4096,4096,512,10356.572,0.680549
4,32,1,4096,1024,731.084,0.004707
4,32,2,4096,1024,740.682,0.009293
