b1,b2,m,k,n,latency_us,mfu
4,8,1,128,512,14.882,0.000903
4,8,2,128,512,14.494,0.001855
4,8,4,128,512,14.474,0.003715
4,8,8,128,512,14.455,0.00744
4,8,16,128,512,14.513,0.014821
4,8,32,128,512,14.86,0.02895
4,8,64,128,512,15.363,0.056002
4,8,128,128,512,20.181,0.085265
4,8,256,128,512,17.444,0.197287
4,8,512,128,512,25.553,0.269362
4,8,1024,128,512,45.792,0.300619
4,8,2048,128,512,87.19,0.315768
4,8,4096,128,512,156.566,0.351696
4,8,1,128,1024,14.928,0.001801
4,8,2,128,1024,14.67,0.003666
4,8,4,128,1024,14.822,0.007256
4,8,8,128,1024,14.831,0.014502
4,8,16,128,1024,14.858,0.028954
4,8,32,128,1024,14.99,0.057398
4,8,64,128,1024,19.529,0.088113
4,8,128,128,1024,32.653,0.105394
4,8,256,128,1024,30.3,0.227164
4,8,512,128,1024,54.966,0.250443
4,8,1024,128,1024,105.567,0.260799
4,8,2048,128,1024,191.527,0.287499
4,8,4096,128,1024,371.42,0.296504
4,8,1,128,2048,17.786,0.003023
4,8,2,128,2048,17.059,0.006304
4,8,4,128,2048,17.323,0.012416
4,8,8,128,2048,17.479,0.024612
4,8,16,128,2048,18.124,0.047472
4,8,32,128,2048,19.955,0.086229
4,8,64,128,2048,35.331,0.097408
4,8,128,128,2048,63.365,0.108623
4,8,256,128,2048,59.761,0.230348
4,8,512,128,2048,106.901,0.257546
4,8,1024,128,2048,193.84,0.284068
4,8,2048,128,2048,360.572,0.305424
4,8,4096,128,2048,702.586,0.313491
4,8,1,128,4096,34.756,0.003094
4,8,2,128,4096,35.774,0.006013
4,8,4,128,4096,36.816,0.011685
4,8,8,128,4096,37.524,0.022929
4,8,16,128,4096,38.702,0.044461
4,8,32,128,4096,39.475,0.087181
4,8,64,128,4096,65.995,0.104296
4,8,128,128,4096,123.624,0.111353
4,8,256,128,4096,113.401,0.242783
4,8,512,128,4096,199.783,0.275618
4,8,1024,128,4096,382.27,0.288088
4,8,2048,128,4096,736.274,0.299148
4,8,4096,128,4096,1407.002,0.313084
4,8,1,256,128,13.983,0.000481
4,8,2,256,128,15.981,0.000841
4,8,4,256,128,15.161,0.001773
4,8,8,256,128,14.665,0.003667
4,8,16,256,128,14.662,0.007335
4,8,32,256,128,14.581,0.014751
4,8,64,256,128,15.009,0.028662
4,8,128,256,128,15.995,0.053789
4,8,256,256,128,14.46,0.119003
4,8,512,256,128,16.459,0.2091
4,8,1024,256,128,21.843,0.315108
4,8,2048,256,128,54.175,0.2541
4,8,4096,256,128,91.354,0.301375
4,8,1,256,256,15.14,0.000888
4,8,2,256,256,15.201,0.001769
4,8,4,256,256,15.454,0.00348
4,8,8,256,256,15.055,0.007143
4,8,16,256,256,15.167,0.014182
4,8,32,256,256,15.125,0.028443
4,8,64,256,256,15.352,0.056044
4,8,128,256,256,18.723,0.091907
4,8,256,256,256,17.044,0.201919
4,8,512,256,256,20.809,0.330774
4,8,1024,256,256,39.025,0.352744
4,8,2048,256,256,69.321,0.397163
4,8,4096,256,256,121.163,0.454458
4,8,1,256,512,14.879,0.001807
4,8,2,256,512,15.31,0.003512
4,8,4,256,512,15.118,0.007114
4,8,8,256,512,15.362,0.014002
4,8,16,256,512,16.402,0.026227
4,8,32,256,512,15.527,0.055413
4,8,64,256,512,18.547,0.092778
4,8,128,256,512,31.649,0.10874
4,8,256,256,512,20.576,0.334522
4,8,512,256,512,34.81,0.395456
4,8,1024,256,512,61.8,0.445499
4,8,2048,256,512,103.113,0.534013
4,8,4096,256,512,192.589,0.571827
4,8,1,256,1024,15.146,0.00355
4,8,2,256,1024,15.011,0.007164
4,8,4,256,1024,15.009,0.014331
4,8,8,256,1024,15.032,0.028617
4,8,16,256,1024,15.028,0.057251
4,8,32,256,1024,14.961,0.115014
4,8,64,256,1024,15.279,0.225245
4,8,128,256,1024,24.314,0.283087
4,8,256,256,1024,49.362,0.278879
4,8,512,256,1024,76.511,0.359841
4,8,1024,256,1024,144.019,0.382335
4,8,2048,256,1024,266.037,0.413955
4,8,4096,256,1024,518.72,0.424612
4,8,1,256,2048,28.886,0.003723
4,8,2,256,2048,29.384,0.00732
4,8,4,256,2048,29.968,0.014355
4,8,8,256,2048,31.684,0.027155
4,8,16,256,2048,34.581,0.049759
4,8,32,256,2048,38.452,0.089502
4,8,64,256,2048,43.075,0.159791
4,8,128,256,2048,54.104,0.254435
4,8,256,256,2048,79.188,0.347678
4,8,512,256,2048,145.432,0.378622
4,8,1024,256,2048,272.331,0.404388
4,8,2048,256,2048,508.28,0.433333
4,8,4096,256,2048,1036.778,0.424883
4,8,1,256,4096,60.269,0.003569
4,8,2,256,4096,60.425,0.007119
4,8,4,256,4096,61.971,0.013884
4,8,8,256,4096,62.956,0.027332
4,8,16,256,4096,64.904,0.053024
4,8,32,256,4096,68.039,0.101162
4,8,64,256,4096,74.318,0.18523
4,8,128,256,4096,95.812,0.287353
4,8,256,256,4096,152.792,0.360383
4,8,512,256,4096,277.288,0.397159
4,8,1024,256,4096,546.617,0.402941
4,8,2048,256,4096,1070.03,0.411679
4,8,4096,256,4096,2056.102,0.42849
4,8,1,512,128,14.431,0.000932
4,8,2,512,128,15.985,0.001682
4,8,4,512,128,14.903,0.003608
4,8,8,512,128,14.661,0.007336
4,8,16,512,128,14.677,0.014655
4,8,32,512,128,14.896,0.028879
4,8,64,512,128,14.749,0.058336
4,8,128,512,128,14.576,0.118056
4,8,256,512,128,14.515,0.237101
4,8,512,512,128,23.751,0.289794
4,8,1024,512,128,46.38,0.296805
4,8,2048,512,128,75.622,0.36407
4,8,4096,512,128,137.589,0.400205
4,8,1,512,256,14.703,0.001829
4,8,2,512,256,14.852,0.003621
4,8,4,512,256,14.899,0.007218
4,8,8,512,256,14.771,0.014562
4,8,16,512,256,14.883,0.028905
4,8,32,512,256,15.0,0.057356
4,8,64,512,256,17.083,0.100731
4,8,128,512,256,15.251,0.225658
4,8,256,512,256,23.452,0.29349
4,8,512,512,256,37.565,0.366454
4,8,1024,512,256,60.12,0.457952
4,8,2048,512,256,99.149,0.555363
4,8,4096,512,256,176.761,0.623029
4,8,1,512,512,15.595,0.003448
4,8,2,512,512,14.934,0.007201
4,8,4,512,512,15.078,0.014265
4,8,8,512,512,15.035,0.028612
4,8,16,512,512,15.028,0.057251
4,8,32,512,512,17.601,0.097765
4,8,64,512,512,20.287,0.169641
4,8,128,512,512,23.35,0.294779
4,8,256,512,512,37.223,0.36982
4,8,512,512,512,54.779,0.502595
4,8,1024,512,512,91.378,0.602592
4,8,2048,512,512,163.775,0.67243
4,8,4096,512,512,315.29,0.698579
4,8,1,512,1024,28.751,0.003741
4,8,2,512,1024,31.316,0.006869
4,8,4,512,1024,31.548,0.013636
4,8,8,512,1024,32.668,0.026337
4,8,16,512,1024,34.368,0.050068
4,8,32,512,1024,37.683,0.091327
4,8,64,512,1024,42.307,0.162692
4,8,128,512,1024,46.269,0.297521
4,8,256,512,1024,57.816,0.476201
4,8,512,512,1024,90.516,0.608332
4,8,1024,512,1024,160.879,0.684535
4,8,2048,512,1024,308.573,0.713785
4,8,4096,512,1024,633.353,0.69552
4,8,1,512,2048,59.869,0.003593
4,8,2,512,2048,62.943,0.006835
4,8,4,512,2048,63.614,0.013525
4,8,8,512,2048,64.516,0.026672
4,8,16,512,2048,65.696,0.052385
4,8,32,512,2048,68.42,0.100599
4,8,64,512,2048,72.12,0.190875
4,8,128,512,2048,76.504,0.359874
4,8,256,512,2048,102.831,0.53548
4,8,512,512,2048,173.035,0.636444
4,8,1024,512,2048,324.187,0.679407
4,8,2048,512,2048,633.12,0.695775
4,8,4096,512,2048,1330.069,0.662386
4,8,1,512,4096,108.32,0.003971
4,8,2,512,4096,113.199,0.007601
4,8,4,512,4096,112.801,0.015255
4,8,8,512,4096,115.212,0.029871
4,8,16,512,4096,117.92,0.05837
4,8,32,512,4096,121.35,0.11344
4,8,64,512,4096,128.375,0.214465
4,8,128,512,4096,137.507,0.400443
4,8,256,512,4096,179.131,0.614787
4,8,512,512,4096,321.724,0.684608
4,8,1024,512,4096,632.016,0.696991
4,8,2048,512,4096,1335.384,0.65975
4,8,4096,512,4096,2661.68,0.662002
4,8,1,1024,128,14.448,0.001861
4,8,2,1024,128,14.925,0.003603
4,8,4,1024,128,14.939,0.007199
4,8,8,1024,128,14.9,0.014436
4,8,16,1024,128,15.099,0.028491
4,8,32,1024,128,14.973,0.057461
4,8,64,1024,128,15.276,0.112642
4,8,128,1024,128,15.391,0.223609
4,8,256,1024,128,23.521,0.292624
4,8,512,1024,128,54.4,0.25305
4,8,1024,1024,128,80.463,0.342168
4,8,2048,1024,128,135.639,0.405958
4,8,4096,1024,128,252.725,0.43576
4,8,1,1024,256,14.761,0.003643
4,8,2,1024,256,15.268,0.007044
4,8,4,1024,256,15.226,0.014127
4,8,8,1024,256,15.214,0.028276
4,8,16,1024,256,15.193,0.056628
4,8,32,1024,256,15.698,0.109616
4,8,64,1024,256,16.982,0.202656
4,8,128,1024,256,22.043,0.312255
4,8,256,1024,256,46.948,0.293219
4,8,512,1024,256,63.327,0.434753
4,8,1024,1024,256,101.106,0.544612
4,8,2048,1024,256,173.821,0.633569
4,8,4096,1024,256,308.604,0.713713
4,8,1,1024,512,30.945,0.003475
4,8,2,1024,512,31.934,0.006736
4,8,4,1024,512,31.99,0.013447
4,8,8,1024,512,33.511,0.025674
4,8,16,1024,512,37.218,0.046234
4,8,32,1024,512,40.209,0.08559
4,8,64,1024,512,44.713,0.153937
4,8,128,1024,512,52.585,0.261783
4,8,256,1024,512,63.396,0.434284
4,8,512,1024,512,94.187,0.584622
4,8,1024,1024,512,164.414,0.669818
4,8,2048,1024,512,290.743,0.757559
4,8,4096,1024,512,597.322,0.737475
4,8,1,1024,1024,62.091,0.003464
4,8,2,1024,1024,60.653,0.007093
4,8,4,1024,1024,61.536,0.013982
4,8,8,1024,1024,61.527,0.027967
4,8,16,1024,1024,62.945,0.054675
4,8,32,1024,1024,65.064,0.105787
4,8,64,1024,1024,68.799,0.20009
4,8,128,1024,1024,76.511,0.359843
4,8,256,1024,1024,99.363,0.554165
4,8,512,1024,1024,159.296,0.691338
4,8,1024,1024,1024,287.783,0.76535
4,8,2048,1024,1024,593.902,0.741721
4,8,4096,1024,1024,1223.048,0.720347
4,8,1,1024,2048,105.445,0.00408
4,8,2,1024,2048,110.184,0.007809
4,8,4,1024,2048,110.607,0.015557
4,8,8,1024,2048,111.141,0.030965
4,8,16,1024,2048,113.651,0.060562
4,8,32,1024,2048,115.923,0.118751
4,8,64,1024,2048,119.972,0.229486
4,8,128,1024,2048,129.387,0.425573
4,8,256,1024,2048,175.863,0.626212
4,8,512,1024,2048,288.634,0.763094
4,8,1024,1024,2048,573.422,0.768212
4,8,2048,1024,2048,1234.788,0.713498
4,8,4096,1024,2048,2436.8,0.723095
4,8,1,1024,4096,198.01,0.004345
4,8,2,1024,4096,205.188,0.008386
4,8,4,1024,4096,204.13,0.016859
4,8,8,1024,4096,206.454,0.033339
4,8,16,1024,4096,211.148,0.065195
4,8,32,1024,4096,215.474,0.127773
4,8,64,1024,4096,226.846,0.242736
4,8,128,1024,4096,240.271,0.458346
4,8,256,1024,4096,307.916,0.715308
4,8,512,1024,4096,555.212,0.793408
4,8,1024,1024,4096,1231.672,0.715303
4,8,2048,1024,4096,2445.637,0.720482
4,8,4096,1024,4096,4858.43,0.725353
4,8,1,2048,128,17.216,0.003123
4,8,2,2048,128,15.789,0.006812
4,8,4,2048,128,15.817,0.013599
4,8,8,2048,128,15.807,0.027215
4,8,16,2048,128,15.905,0.054095
4,8,32,2048,128,15.939,0.107956
4,8,64,2048,128,17.43,0.19744
4,8,128,2048,128,33.878,0.203167
4,8,256,2048,128,52.201,0.263712
4,8,512,2048,128,93.413,0.294734
4,8,1024,2048,128,143.157,0.384638
4,8,2048,2048,128,246.009,0.447657
4,8,4096,2048,128,470.967,0.467665
4,8,1,2048,256,28.034,0.003836
4,8,2,2048,256,28.419,0.007569
4,8,4,2048,256,29.253,0.014705
4,8,8,2048,256,31.628,0.027203
4,8,16,2048,256,34.045,0.050543
4,8,32,2048,256,37.195,0.092524
4,8,64,2048,256,41.508,0.165823
4,8,128,2048,256,61.002,0.225664
4,8,256,2048,256,66.765,0.412369
4,8,512,2048,256,130.182,0.422976
4,8,1024,2048,256,185.05,0.595122
4,8,2048,2048,256,305.098,0.721916
4,8,4096,2048,256,599.801,0.734426
4,8,1,2048,512,63.475,0.003389
4,8,2,2048,512,63.446,0.00678
4,8,4,2048,512,63.897,0.013465
4,8,8,2048,512,64.497,0.026679
4,8,16,2048,512,65.832,0.052276
4,8,32,2048,512,68.058,0.101134
4,8,64,2048,512,74.498,0.184782
4,8,128,2048,512,77.742,0.354142
4,8,256,2048,512,130.592,0.421646
4,8,512,2048,512,179.195,0.614568
4,8,1024,2048,512,284.829,0.773287
4,8,2048,2048,512,572.51,0.769435
4,8,4096,2048,512,1185.804,0.742972
4,8,1,2048,1024,114.966,0.003742
4,8,2,2048,1024,107.112,0.008032
4,8,4,2048,1024,107.742,0.015971
4,8,8,2048,1024,106.983,0.032168
4,8,16,2048,1024,109.027,0.063131
4,8,32,2048,1024,112.402,0.12247
4,8,64,2048,1024,119.162,0.231046
4,8,128,2048,1024,155.693,0.353669
4,8,256,2048,1024,182.165,0.604546
4,8,512,2048,1024,286.944,0.767588
4,8,1024,2048,1024,567.414,0.776345
4,8,2048,2048,1024,1164.411,0.756622
4,8,4096,2048,1024,2354.111,0.748494
4,8,1,2048,2048,195.838,0.004393
4,8,2,2048,2048,199.684,0.008617
4,8,4,2048,2048,200.216,0.017189
4,8,8,2048,2048,200.858,0.034268
4,8,16,2048,2048,203.954,0.067495
4,8,32,2048,2048,209.104,0.131666
4,8,64,2048,2048,217.116,0.253614
4,8,128,2048,2048,239.512,0.459798
4,8,256,2048,2048,301.885,0.729597
4,8,512,2048,2048,566.383,0.777759
4,8,1024,2048,2048,1178.63,0.747494
4,8,2048,2048,2048,2357.248,0.747498
4,8,4096,2048,2048,4633.095,0.760631
4,8,1,2048,4096,372.582,0.004618
4,8,2,2048,4096,384.299,0.008955
4,8,4,2048,4096,384.507,0.017901
4,8,8,2048,4096,387.907,0.035488
4,8,16,2048,4096,394.178,0.069846
4,8,32,2048,4096,403.847,0.136348
4,8,64,2048,4096,416.689,0.264291
4,8,128,2048,4096,435.417,0.505848
4,8,256,2048,4096,613.269,0.718298
4,8,512,2048,4096,1196.235,0.736493
4,8,1024,2048,4096,2413.972,0.729933
4,8,2048,2048,4096,4731.371,0.744832
4,8,4096,2048,4096,9464.744,0.744674
4,8,1,4096,128,28.98,0.003711
4,8,2,4096,128,37.507,0.005735
4,8,4,4096,128,37.781,0.011386
4,8,8,4096,128,37.78,0.022773
4,8,16,4096,128,38.595,0.044585
4,8,32,4096,128,41.379,0.083169
4,8,64,4096,128,47.303,0.145507
4,8,128,4096,128,57.281,0.240321
4,8,256,4096,128,89.631,0.30717
4,8,512,4096,128,165.794,0.332121
4,8,1024,4096,128,253.866,0.433801
4,8,2048,4096,128,453.332,0.485858
4,8,4096,4096,128,878.089,0.501668
4,8,1,4096,256,63.061,0.003411
4,8,2,4096,256,56.794,0.007575
4,8,4,4096,256,56.961,0.015105
4,8,8,4096,256,58.097,0.029618
4,8,16,4096,256,59.894,0.057459
4,8,32,4096,256,63.022,0.109215
4,8,64,4096,256,70.635,0.194888
4,8,128,4096,256,84.368,0.326331
4,8,256,4096,256,143.998,0.382391
4,8,512,4096,256,203.143,0.542118
4,8,1024,4096,256,351.317,0.626941
4,8,2048,4096,256,680.739,0.647105
4,8,4096,4096,256,1347.246,0.653941
4,8,1,4096,512,108.905,0.00395
4,8,2,4096,512,115.072,0.007477
4,8,4,4096,512,115.391,0.014912
4,8,8,4096,512,116.773,0.029472
4,8,16,4096,512,116.704,0.058978
4,8,32,4096,512,118.291,0.116373
4,8,64,4096,512,124.971,0.220306
4,8,128,4096,512,162.736,0.338361
4,8,256,4096,512,201.4,0.54681
4,8,512,4096,512,322.388,0.683198
4,8,1024,4096,512,637.934,0.690525
4,8,2048,4096,512,1308.828,0.673136
4,8,4096,4096,512,2593.148,0.679498
4,8,1,4096,1024,216.431,0.003975
4,8,2,4096,1024,194.904,0.008829
4,8,4,4096,1024,194.661,0.017679
4,8,8,4096,1024,197.255,0.034894
4,8,16,4096,1024,198.349,0.069403
4,8,32,4096,1024,203.736,0.135135
4,8,64,4096,1024,212.123,0.259584
4,8,128,4096,1024,254.93,0.431991
4,8,256,4096,1024,326.668,0.674245
4,8,512,4096,1024,605.977,0.726941
4,8,1024,4096,1024,1270.453,0.693468
4,8,2048,4096,1024,2543.054,0.692883
4,8,4096,4096,1024,4988.271,0.706472
4,8,1,4096,2048,379.675,0.004532
4,8,2,4096,2048,377.458,0.009118
4,8,4,4096,2048,377.397,0.018238
4,8,8,4096,2048,378.769,0.036344
4,8,16,4096,2048,382.916,0.0719
4,8,32,4096,2048,388.98,0.141559
4,8,64,4096,2048,400.154,0.275213
4,8,128,4096,2048,463.743,0.47495
4,8,256,4096,2048,647.986,0.679813
4,8,512,4096,2048,1308.075,0.673523
4,8,1024,4096,2048,2577.503,0.683622
4,8,2048,4096,2048,5005.177,0.704086
4,8,4096,4096,2048,10014.039,0.703827
4,8,1,4096,4096,732.96,0.004695
4,8,2,4096,4096,742.805,0.009266
4,8,4,4096,4096,744.833,0.018482
4,8,8,4096,4096,746.602,0.036876
4,8,16,4096,4096,753.67,0.073061
4,8,32,4096,4096,764.434,0.144064
4,8,64,4096,4096,785.694,0.280331
4,8,128,4096,4096,959.997,0.458866
4,8,256,4096,4096,1422.17,0.619489
4,8,512,4096,4096,2889.31,0.609847
4,8,1024,4096,4096,5702.309,0.618009
4,8,2048,4096,4096,11369.78,0.619902
4,8,4096,4096,4096,22652.052,0.622297
4,16,1,128,128,14.678,0.000458
4,16,2,128,128,14.533,0.000925
4,16,4,128,128,14.512,0.001853
4,16,8,128,128,14.452,0.003721
4,16,16,128,128,14.463,0.007436
4,16,32,128,128,14.515,0.014818
4,16,64,128,128,15.525,0.027709
4,16,128,128,128,15.054,0.057151
4,16,256,128,128,15.132,0.113716
4,16,512,128,128,20.032,0.171798
4,16,1024,128,128,33.37,0.20626
4,16,2048,128,128,69.658,0.197621
4,16,4096,128,128,119.035,0.231292
4,16,1,128,256,15.369,0.000875
4,16,2,128,256,14.694,0.00183
4,16,4,128,256,14.682,0.003663
4,16,8,128,256,14.828,0.007253
4,16,16,128,256,14.81,0.014523
4,16,32,128,256,14.817,0.029033
4,16,64,128,256,14.93,0.057626
4,16,128,128,256,15.267,0.112707
4,16,256,128,256,18.066,0.190497
4,16,512,128,256,26.891,0.255956
4,16,1024,128,256,58.893,0.233745
4,16,2048,128,256,101.907,0.270168
4,16,4096,128,256,178.912,0.30777
4,16,1,128,512,14.922,0.001802
4,16,2,128,512,14.873,0.003616
4,16,4,128,512,14.949,0.007194
4,16,8,128,512,14.964,0.014374
4,16,16,128,512,14.94,0.028794
4,16,32,128,512,14.969,0.057475
4,16,64,128,512,15.139,0.113662
4,16,128,128,512,18.717,0.183868
4,16,256,128,512,25.573,0.269151
4,16,512,128,512,53.159,0.258956
4,16,1024,128,512,90.236,0.305109
4,16,2048,128,512,160.956,0.342103
4,16,4096,128,512,300.407,0.366594
4,16,1,128,1024,14.277,0.003766
4,16,2,128,1024,16.118,0.006672
4,16,4,128,1024,16.426,0.013095
4,16,8,128,1024,16.442,0.026163
4,16,16,128,1024,16.648,0.051681
4,16,32,128,1024,17.302,0.099456
4,16,64,128,1024,18.387,0.187169
4,16,128,128,1024,36.93,0.18638
4,16,256,128,1024,61.822,0.222672
4,16,512,128,1024,110.184,0.249871
4,16,1024,128,1024,193.974,0.283871
4,16,2048,128,1024,370.968,0.296865
4,16,4096,128,1024,728.096,0.302508
4,16,1,128,2048,32.258,0.003334
4,16,2,128,2048,33.951,0.006335
4,16,4,128,2048,35.279,0.012194
4,16,8,128,2048,37.257,0.023093
4,16,16,128,2048,39.48,0.043585
4,16,32,128,2048,43.16,0.079737
4,16,64,128,2048,48.622,0.141562
4,16,128,128,2048,67.633,0.203538
4,16,256,128,2048,114.577,0.24029
4,16,512,128,2048,200.519,0.274606
4,16,1024,128,2048,382.108,0.28821
4,16,2048,128,2048,715.502,0.307833
4,16,4096,128,2048,1425.236,0.309078
4,16,1,128,4096,57.362,0.00375
4,16,2,128,4096,62.81,0.006849
4,16,4,128,4096,64.436,0.013352
4,16,8,128,4096,66.222,0.025984
4,16,16,128,4096,69.227,0.049713
4,16,32,128,4096,74.84,0.09197
4,16,64,128,4096,85.881,0.16029
4,16,128,128,4096,121.638,0.226343
4,16,256,128,4096,212.298,0.259369
4,16,512,128,4096,393.715,0.279713
4,16,1024,128,4096,752.056,0.29287
4,16,2048,128,4096,1479.536,0.297735
4,16,4096,128,4096,2824.556,0.311914
4,16,1,256,128,13.975,0.000962
4,16,2,256,128,14.415,0.001865
4,16,4,256,128,14.464,0.003718
4,16,8,256,128,14.955,0.007191
4,16,16,256,128,14.757,0.014575
4,16,32,256,128,14.828,0.029011
4,16,64,256,128,15.057,0.057141
4,16,128,256,128,15.456,0.111329
4,16,256,256,128,16.72,0.205826
4,16,512,256,128,22.299,0.308665
4,16,1024,256,128,55.278,0.249031
4,16,2048,256,128,93.781,0.293575
4,16,4096,256,128,167.226,0.329277
4,16,1,256,256,15.137,0.001776
4,16,2,256,256,14.807,0.003632
4,16,4,256,256,14.761,0.007286
4,16,8,256,256,14.848,0.014486
4,16,16,256,256,14.838,0.028993
4,16,32,256,256,15.117,0.056914
4,16,64,256,256,16.346,0.105269
4,16,128,256,256,16.377,0.210135
4,16,256,256,256,21.483,0.320397
4,16,512,256,256,46.414,0.296589
4,16,1024,256,256,72.311,0.380744
4,16,2048,256,256,124.833,0.441098
4,16,4096,256,256,229.498,0.479861
4,16,1,256,512,15.988,0.003363
4,16,2,256,512,15.405,0.006981
4,16,4,256,512,15.302,0.014056
4,16,8,256,512,15.374,0.027982
4,16,16,256,512,15.395,0.055886
4,16,32,256,512,15.453,0.111356
4,16,64,256,512,15.818,0.217573
4,16,128,256,512,26.717,0.257624
4,16,256,256,512,45.307,0.303838
4,16,512,256,512,67.277,0.409229
4,16,1024,256,512,109.428,0.503195
4,16,2048,256,512,195.517,0.563263
4,16,4096,256,512,382.651,0.575602
4,16,1,256,1024,30.248,0.003555
4,16,2,256,1024,30.122,0.007141
4,16,4,256,1024,31.153,0.013809
4,16,8,256,1024,32.908,0.026145
4,16,16,256,1024,35.722,0.048171
4,16,32,256,1024,39.783,0.086506
4,16,64,256,1024,44.943,0.15315
4,16,128,256,1024,56.421,0.243986
4,16,256,256,1024,82.724,0.332815
4,16,512,256,1024,151.749,0.362861
4,16,1024,256,1024,276.634,0.398097
4,16,2048,256,1024,530.693,0.415032
4,16,4096,256,1024,1067.902,0.4125
4,16,1,256,2048,62.57,0.003438
4,16,2,256,2048,60.523,0.007108
4,16,4,256,2048,60.881,0.014132
4,16,8,256,2048,62.721,0.027435
4,16,16,256,2048,64.798,0.053111
4,16,32,256,2048,68.106,0.101062
4,16,64,256,2048,75.417,0.18253
4,16,128,256,2048,95.396,0.288605
4,16,256,256,2048,155.29,0.354586
4,16,512,256,2048,276.844,0.397796
4,16,1024,256,2048,544.735,0.404333
4,16,2048,256,2048,1044.633,0.421688
4,16,4096,256,2048,2090.847,0.421369
4,16,1,256,4096,112.563,0.003822
4,16,2,256,4096,108.126,0.007957
4,16,4,256,4096,109.186,0.01576
4,16,8,256,4096,112.654,0.030549
4,16,16,256,4096,118.889,0.057894
4,16,32,256,4096,122.586,0.112296
4,16,64,256,4096,136.209,0.202129
4,16,128,256,4096,173.809,0.316805
4,16,256,256,4096,284.092,0.387647
4,16,512,256,4096,538.54,0.408985
4,16,1024,256,4096,1087.452,0.405084
4,16,2048,256,4096,2144.805,0.410769
4,16,4096,256,4096,4161.754,0.423388
4,16,1,512,128,14.257,0.001886
4,16,2,512,128,15.012,0.003582
4,16,4,512,128,14.854,0.00724
4,16,8,512,128,14.853,0.014482
4,16,16,512,128,14.765,0.029135
4,16,32,512,128,14.876,0.057836
4,16,64,512,128,14.811,0.116176
4,16,128,512,128,15.944,0.215848
4,16,256,512,128,24.544,0.280439
4,16,512,512,128,49.401,0.278659
4,16,1024,512,128,79.422,0.346651
4,16,2048,512,128,140.564,0.391735
4,16,4096,512,128,262.192,0.420025
4,16,1,512,256,16.62,0.003235
4,16,2,512,256,16.129,0.006668
4,16,4,512,256,15.206,0.014146
4,16,8,512,256,15.218,0.028268
4,16,16,512,256,15.298,0.05624
4,16,32,512,256,16.687,0.10312
4,16,64,512,256,20.079,0.171394
4,16,128,512,256,23.714,0.290244
4,16,256,512,256,43.285,0.318033
4,16,512,512,256,64.235,0.428611
4,16,1024,512,256,103.523,0.531898
4,16,2048,512,256,178.519,0.616896
4,16,4096,512,256,331.679,0.664061
4,16,1,512,512,31.39,0.003426
4,16,2,512,512,33.318,0.006456
4,16,4,512,512,33.889,0.012694
4,16,8,512,512,36.191,0.023773
4,16,16,512,512,38.036,0.04524
4,16,32,512,512,41.176,0.083579
4,16,64,512,512,44.867,0.153409
4,16,128,512,512,49.948,0.275603
4,16,256,512,512,63.953,0.430501
4,16,512,512,512,101.538,0.542298
4,16,1024,512,512,170.363,0.646428
4,16,2048,512,512,319.858,0.688601
4,16,4096,512,512,669.863,0.657611
4,16,1,512,1024,60.917,0.003531
4,16,2,512,1024,63.667,0.006757
4,16,4,512,1024,64.101,0.013422
4,16,8,512,1024,65.41,0.026307
4,16,16,512,1024,67.625,0.05089
4,16,32,512,1024,69.489,0.099051
4,16,64,512,1024,74.184,0.185565
4,16,128,512,1024,79.254,0.347386
4,16,256,512,1024,107.333,0.51302
4,16,512,512,1024,174.465,0.631227
4,16,1024,512,1024,329.398,0.668658
4,16,2048,512,1024,648.113,0.67968
4,16,4096,512,1024,1365.185,0.645348
4,16,1,512,2048,110.311,0.0039
4,16,2,512,2048,113.591,0.007574
4,16,4,512,2048,113.829,0.015117
4,16,8,512,2048,114.337,0.030099
4,16,16,512,2048,117.975,0.058343
4,16,32,512,2048,122.071,0.11277
4,16,64,512,2048,130.285,0.21132
4,16,128,512,2048,139.805,0.393861
4,16,256,512,2048,183.288,0.600844
4,16,512,512,2048,324.203,0.679374
4,16,1024,512,2048,635.436,0.69324
4,16,2048,512,2048,1362.475,0.646631
4,16,4096,512,2048,2670.757,0.659752
4,16,1,512,4096,201.057,0.004279
4,16,2,512,4096,209.965,0.008195
4,16,4,512,4096,212.273,0.016213
4,16,8,512,4096,212.437,0.0324
4,16,16,512,4096,218.395,0.063032
4,16,32,512,4096,225.965,0.121841
4,16,64,512,4096,239.807,0.229617
4,16,128,512,4096,260.798,0.42227
4,16,256,512,4096,338.394,0.650883
4,16,512,512,4096,644.094,0.683921
4,16,1024,512,4096,1382.036,0.637479
4,16,2048,512,4096,2715.485,0.648885
4,16,4096,512,4096,5309.851,0.663686
4,16,1,1024,128,14.893,0.003611
4,16,2,1024,128,16.767,0.006414
4,16,4,1024,128,16.724,0.012861
4,16,8,1024,128,16.785,0.02563
4,16,16,1024,128,16.704,0.051507
4,16,32,1024,128,17.239,0.099818
4,16,64,1024,128,19.212,0.179128
4,16,128,1024,128,38.541,0.17859
4,16,256,1024,128,60.997,0.225683
4,16,512,1024,128,85.22,0.323068
4,16,1024,1024,128,143.304,0.384243
4,16,2048,1024,128,256.862,0.428741
4,16,4096,1024,128,486.955,0.45231
4,16,1,1024,256,28.156,0.00382
4,16,2,1024,256,32.038,0.006714
4,16,4,1024,256,32.665,0.01317
